Id,SalePrice
1461,121938.21875
1462,164244.28125
1463,184216.03125
1464,188114.546875
1465,193809.265625
1466,174980.640625
1467,173781.765625
1468,165018.15625
1469,190119.0
1470,127046.765625
1471,201275.484375
1472,95673.5
1473,94496.3828125
1474,150939.59375
1475,124953.3125
1476,372760.9375
1477,249014.421875
1478,284963.96875
1479,293052.34375
1480,496816.125
1481,312340.84375
1482,209538.46875
1483,164714.859375
1484,170065.09375
1485,176714.328125
1486,194767.578125
1487,322774.84375
1488,236558.4375
1489,198915.359375
1490,207462.578125
1491,196025.96875
1492,81771.796875
1493,179755.171875
1494,300226.59375
1495,298195.1875
1496,233709.25
1497,181956.84375
1498,163344.515625
1499,157304.234375
1500,145154.109375
1501,167866.21875
1502,143500.484375
1503,291723.65625
1504,242931.84375
1505,226470.796875
1506,184308.640625
1507,250307.75
1508,203371.296875
1509,165775.921875
1510,148214.359375
1511,148486.5625
1512,166797.671875
1513,141482.125
1514,153022.078125
1515,176984.6875
1516,151447.71875
1517,163470.4375
1518,139310.15625
1519,223059.203125
1520,137064.828125
1521,139663.203125
1522,172447.953125
1523,112922.859375
1524,120095.2421875
1525,124129.15625
1526,117459.3125
1527,98654.4453125
1528,134620.265625
1529,146445.421875
1530,160597.21875
1531,107159.6796875
1532,98401.3046875
1533,137413.234375
1534,123381.8359375
1535,155012.46875
1536,107362.21875
1537,60252.62890625
1538,155903.78125
1539,193933.875
1540,101688.59375
1541,144573.4375
1542,146126.5
1543,210929.3125
1544,72376.2109375
1545,107252.203125
1546,127496.953125
1547,131468.296875
1548,135002.765625
1549,114399.9609375
1550,148853.21875
1551,122437.421875
1552,134817.09375
1553,152794.875
1554,118268.5078125
1555,175015.1875
1556,100098.6796875
1557,105269.765625
1558,94744.4453125
1559,98821.5859375
1560,130395.8125
1561,137911.46875
1562,127991.203125
1563,121685.3125
1564,161491.6875
1565,152112.703125
1566,230693.421875
1567,75869.921875
1568,233647.078125
1569,138306.328125
1570,132429.9375
1571,126950.59375
1572,149234.578125
1573,248821.1875
1574,126131.7890625
1575,221810.171875
1576,210049.265625
1577,192629.765625
1578,140200.609375
1579,147743.296875
1580,200649.34375
1581,149335.671875
1582,127757.0546875
1583,318488.1875
1584,226369.953125
1585,143576.46875
1586,69362.5390625
1587,89247.0390625
1588,146496.96875
1589,91569.96875
1590,134052.09375
1591,100034.734375
1592,106327.0625
1593,119388.03125
1594,116376.0703125
1595,126894.9140625
1596,232358.484375
1597,179536.0625
1598,203195.265625
1599,181731.046875
1600,188083.6875
1601,70310.34375
1602,114963.2109375
1603,76385.171875
1604,269503.1875
1605,248686.4375
1606,168291.640625
1607,172238.390625
1608,207840.421875
1609,194426.28125
1610,150501.625
1611,139108.09375
1612,164552.359375
1613,157955.90625
1614,118695.7421875
1615,85447.4921875
1616,81674.9140625
1617,87752.6640625
1618,126093.296875
1619,134112.3125
1620,184511.25
1621,137591.96875
1622,144375.71875
1623,285053.65625
1624,213675.34375
1625,129984.21875
1626,166562.890625
1627,190517.953125
1628,276517.0
1629,187000.71875
1630,373001.0
1631,224763.890625
1632,246397.0
1633,169835.4375
1634,180348.4375
1635,179631.96875
1636,157198.65625
1637,187069.21875
1638,196614.234375
1639,181633.15625
1640,255891.75
1641,188263.328125
1642,218337.171875
1643,231869.28125
1644,235917.25
1645,179594.96875
1646,157119.671875
1647,175665.828125
1648,134663.671875
1649,134522.984375
1650,110638.53125
1651,123028.046875
1652,96268.4140625
1653,93152.96875
1654,151108.390625
1655,150754.015625
1656,148764.53125
1657,151656.28125
1658,146415.671875
1659,128322.6640625
1660,149682.71875
1661,469111.78125
1662,432529.625
1663,398845.84375
1664,500886.09375
1665,293010.4375
1666,325641.0
1667,395167.96875
1668,326730.40625
1669,297648.53125
1670,355502.375
1671,252706.78125
1672,472183.6875
1673,296430.71875
1674,244625.96875
1675,182756.828125
1676,178848.046875
1677,212131.625
1678,491048.625
1679,412927.71875
1680,338982.40625
1681,249844.59375
1682,311616.6875
1683,173923.359375
1684,180612.125
1685,171669.6875
1686,172907.734375
1687,167475.421875
1688,193828.296875
1689,198109.25
1690,197499.5625
1691,181066.921875
1692,277185.78125
1693,166777.953125
1694,182949.34375
1695,169254.796875
1696,277268.0
1697,169828.46875
1698,364933.84375
1699,295531.96875
1700,239903.15625
1701,280887.59375
1702,248359.359375
1703,249256.28125
1704,296591.34375
1705,244008.0625
1706,460070.375
1707,218314.46875
1708,198926.171875
1709,275236.25
1710,223190.5
1711,257493.734375
1712,271368.125
1713,267070.25
1714,221465.640625
1715,204312.78125
1716,182769.90625
1717,175626.296875
1718,140939.8125
1719,204646.828125
1720,247245.09375
1721,175113.6875
1722,131139.953125
1723,153123.09375
1724,211225.21875
1725,235728.328125
1726,174618.390625
1727,157586.359375
1728,187746.953125
1729,155074.5625
1730,152053.09375
1731,120851.2421875
1732,126956.7734375
1733,123542.671875
1734,124586.3515625
1735,133607.296875
1736,115596.90625
1737,307453.28125
1738,218549.453125
1739,255733.171875
1740,202395.171875
1741,183380.28125
1742,167609.15625
1743,176651.3125
1744,303126.90625
1745,217983.890625
1746,203363.9375
1747,215320.421875
1748,214749.09375
1749,154544.984375
1750,134794.984375
1751,224831.421875
1752,119261.375
1753,151417.109375
1754,204171.375
1755,169145.390625
1756,120871.40625
1757,119047.3984375
1758,140653.265625
1759,153230.171875
1760,161034.3125
1761,131707.109375
1762,176254.671875
1763,183834.671875
1764,118650.6953125
1765,166102.546875
1766,169690.53125
1767,213313.75
1768,140145.40625
1769,182100.40625
1770,145266.28125
1771,127549.125
1772,130908.046875
1773,125692.65625
1774,144383.71875
1775,138573.953125
1776,124651.953125
1777,111193.0234375
1778,137732.84375
1779,110317.1796875
1780,184689.9375
1781,132204.9375
1782,89085.3828125
1783,135076.8125
1784,96742.03125
1785,113840.765625
1786,148079.15625
1787,160336.296875
1788,50042.84765625
1789,90358.5
1790,78543.0390625
1791,179257.703125
1792,146089.4375
1793,144893.125
1794,145262.671875
1795,136796.46875
1796,119253.53125
1797,103818.921875
1798,120198.59375
1799,105466.015625
1800,122377.421875
1801,123281.5
1802,136454.4375
1803,156006.40625
1804,141388.65625
1805,137754.640625
1806,119464.0
1807,132701.625
1808,123553.0390625
1809,122642.75
1810,147309.109375
1811,92427.0703125
1812,101618.3046875
1813,119467.3046875
1814,93101.8125
1815,55798.68359375
1816,89033.5703125
1817,115220.2734375
1818,135430.75
1819,129791.9765625
1820,77212.875
1821,111115.953125
1822,156388.203125
1823,47290.9921875
1824,125634.046875
1825,124914.1171875
1826,106090.046875
1827,103160.21875
1828,135669.90625
1829,109124.5234375
1830,139690.109375
1831,157591.921875
1832,98198.53125
1833,151263.25
1834,126413.09375
1835,136191.8125
1836,120476.09375
1837,79684.421875
1838,125991.2421875
1839,83409.828125
1840,142304.34375
1841,138972.96875
1842,86751.9765625
1843,127714.90625
1844,138471.578125
1845,140304.140625
1846,160149.390625
1847,169341.171875
1848,57302.53515625
1849,107428.6875
1850,124791.953125
1851,154788.0625
1852,124669.4296875
1853,130900.3046875
1854,176929.171875
1855,147064.171875
1856,225386.578125
1857,153883.171875
1858,131736.875
1859,122183.3671875
1860,140642.265625
1861,121790.6171875
1862,294775.90625
1863,286995.0
1864,286995.0
1865,321250.40625
1866,324428.0625
1867,237702.046875
1868,319749.0625
1869,203309.640625
1870,233686.734375
1871,250408.984375
1872,169245.921875
1873,242989.078125
1874,142976.890625
1875,213365.625
1876,188248.78125
1877,212554.265625
1878,204763.96875
1879,138102.046875
1880,135908.453125
1881,239892.171875
1882,267462.78125
1883,191455.96875
1884,202689.359375
1885,263408.0625
1886,312810.65625
1887,210966.53125
1888,283200.8125
1889,162259.25
1890,120099.59375
1891,138348.421875
1892,103004.6953125
1893,126121.6796875
1894,129835.4296875
1895,148080.5625
1896,123302.078125
1897,121305.265625
1898,108425.0234375
1899,144523.8125
1900,139908.359375
1901,172933.953125
1902,159195.84375
1903,209820.828125
1904,133363.0
1905,184617.390625
1906,153281.03125
1907,212685.65625
1908,110838.6640625
1909,135479.453125
1910,122660.1796875
1911,211023.875
1912,296907.4375
1913,142628.25
